PING 10.128.0.27 (10.128.0.27) 56(84) bytes of data.
64 bytes from 10.128.0.27: icmp_seq=229 ttl=64 time=0.339 ms
64 bytes from 10.128.0.27: icmp_seq=230 ttl=64 time=0.364 ms
64 bytes from 10.128.0.27: icmp_seq=231 ttl=64 time=0.210 ms
64 bytes from 10.128.0.27: icmp_seq=232 ttl=64 time=0.229 ms
64 bytes from 10.128.0.27: icmp_seq=233 ttl=64 time=0.277 ms
64 bytes from 10.128.0.27: icmp_seq=234 ttl=64 time=0.324 ms
64 bytes from 10.128.0.27: icmp_seq=235 ttl=64 time=0.302 ms
64 bytes from 10.128.0.27: icmp_seq=236 ttl=64 time=0.253 ms
64 bytes from 10.128.0.27: icmp_seq=237 ttl=64 time=0.311 ms
64 bytes from 10.128.0.27: icmp_seq=238 ttl=64 time=0.275 ms
64 bytes from 10.128.0.27: icmp_seq=239 ttl=64 time=0.223 ms
64 bytes from 10.128.0.27: icmp_seq=240 ttl=64 time=0.247 ms
64 bytes from 10.128.0.27: icmp_seq=241 ttl=64 time=0.324 ms
64 bytes from 10.128.0.27: icmp_seq=242 ttl=64 time=0.274 ms
64 bytes from 10.128.0.27: icmp_seq=243 ttl=64 time=0.262 ms
64 bytes from 10.128.0.27: icmp_seq=244 ttl=64 time=0.266 ms
64 bytes from 10.128.0.27: icmp_seq=245 ttl=64 time=0.300 ms
64 bytes from 10.128.0.27: icmp_seq=246 ttl=64 time=0.185 ms
64 bytes from 10.128.0.27: icmp_seq=247 ttl=64 time=0.188 ms
64 bytes from 10.128.0.27: icmp_seq=248 ttl=64 time=0.357 ms
64 bytes from 10.128.0.27: icmp_seq=249 ttl=64 time=0.268 ms
64 bytes from 10.128.0.27: icmp_seq=250 ttl=64 time=0.235 ms
64 bytes from 10.128.0.27: icmp_seq=251 ttl=64 time=0.213 ms
64 bytes from 10.128.0.27: icmp_seq=252 ttl=64 time=0.288 ms
64 bytes from 10.128.0.27: icmp_seq=253 ttl=64 time=0.190 ms
64 bytes from 10.128.0.27: icmp_seq=254 ttl=64 time=0.371 ms
64 bytes from 10.128.0.27: icmp_seq=255 ttl=64 time=0.204 ms
64 bytes from 10.128.0.27: icmp_seq=256 ttl=64 time=0.289 ms
64 bytes from 10.128.0.27: icmp_seq=257 ttl=64 time=0.254 ms
64 bytes from 10.128.0.27: icmp_seq=258 ttl=64 time=0.237 ms
64 bytes from 10.128.0.27: icmp_seq=259 ttl=64 time=0.263 ms
64 bytes from 10.128.0.27: icmp_seq=260 ttl=64 time=0.236 ms
64 bytes from 10.128.0.27: icmp_seq=261 ttl=64 time=0.271 ms
64 bytes from 10.128.0.27: icmp_seq=262 ttl=64 time=0.366 ms
64 bytes from 10.128.0.27: icmp_seq=263 ttl=64 time=0.350 ms
64 bytes from 10.128.0.27: icmp_seq=264 ttl=64 time=0.266 ms
64 bytes from 10.128.0.27: icmp_seq=265 ttl=64 time=0.349 ms
64 bytes from 10.128.0.27: icmp_seq=266 ttl=64 time=0.210 ms
64 bytes from 10.128.0.27: icmp_seq=267 ttl=64 time=0.256 ms
64 bytes from 10.128.0.27: icmp_seq=268 ttl=64 time=0.257 ms
64 bytes from 10.128.0.27: icmp_seq=269 ttl=64 time=0.290 ms
64 bytes from 10.128.0.27: icmp_seq=270 ttl=64 time=0.312 ms
64 bytes from 10.128.0.27: icmp_seq=271 ttl=64 time=0.240 ms
64 bytes from 10.128.0.27: icmp_seq=272 ttl=64 time=0.252 ms
64 bytes from 10.128.0.27: icmp_seq=273 ttl=64 time=0.291 ms
